,vix,spx
1993-05-14,14.39,1851.699951171875
1993-05-17,14.13,1835.699951171875
1993-05-18,14.19,1846.4000244140625
1993-05-19,14.29,1836.800048828125
1993-05-24,14.1,1861.4000244140625
1993-05-25,14.04,1891.0999755859375
1993-05-26,12.88,1890.4000244140625
1993-05-27,13.1,1904.5999755859375
1993-05-28,13.47,1888.699951171875
1993-06-01,13.67,1872.800048828125
1993-06-02,13.48,1875.800048828125
1993-06-03,13.54,1867.9000244140625
1993-06-04,12.86,1859.699951171875
1993-06-07,14.07,1887.9000244140625
1993-06-08,14.74,1893.699951171875
1993-06-09,13.96,1915.199951171875
1993-06-10,13.31,1911.199951171875
1993-06-11,12.71,1920.4000244140625
1993-06-14,12.33,1916.800048828125
1993-06-15,11.99,1897.9000244140625
1993-06-16,11.87,1918.800048828125
1993-06-17,11.66,1900.300048828125
1993-06-18,12.24,1910.300048828125
1993-06-21,12.25,1929.199951171875
1993-06-22,11.65,1935.300048828125
1993-06-23,12.04,1942.4000244140625
1993-06-24,12.25,1963.300048828125
1993-06-25,11.25,1960.800048828125
1993-06-28,11.11,1991.0
1993-06-29,11.29,1977.5
1993-06-30,11.26,1971.9000244140625
1993-07-01,11.51,1960.199951171875
1993-07-02,11.33,1941.199951171875
1993-07-06,13.87,1935.0999755859375
1993-07-07,13.05,1943.699951171875
1993-07-08,12.24,1980.4000244140625
1993-07-09,10.8,1985.699951171875
1993-07-12,10.85,1992.199951171875
1993-07-13,11.02,1991.199951171875
1993-07-15,10.6,1963.0999755859375
1993-07-16,10.96,1974.9000244140625
1993-07-19,11.46,1981.699951171875
1993-07-20,11.05,1968.4000244140625
1993-07-21,11.97,1947.5
1993-07-22,11.69,1965.699951171875
1993-07-23,11.32,1995.0
1993-07-26,11.32,2006.199951171875
1993-07-27,11.34,1998.0999755859375
1993-07-28,11.37,1989.5
1993-07-29,11.25,2036.0
1993-07-30,11.73,2085.89990234375
1993-08-02,11.47,2129.0
1993-08-03,11.49,2110.60009765625
1993-08-04,11.71,2101.39990234375
1993-08-05,12.03,2115.300048828125
1993-08-06,12.33,2149.800048828125
1993-08-09,12.39,2138.5
1993-08-10,12.31,2139.800048828125
1993-08-11,12.07,2167.39990234375
1993-08-12,12.38,2161.89990234375
1993-08-13,12.19,2148.0
1993-08-17,11.59,2136.300048828125
1993-08-18,11.52,2160.800048828125
1993-08-19,11.63,2139.199951171875
1993-08-20,11.62,2128.199951171875
1993-08-23,12.15,2111.39990234375
1993-08-24,11.8,2123.39990234375
1993-08-25,12.1,2159.300048828125
1993-08-26,12.14,2173.60009765625
1993-08-27,11.91,2183.89990234375
1993-08-30,11.74,2205.699951171875
1993-08-31,11.85,2216.5
1993-09-01,11.48,2191.89990234375
1993-09-02,11.87,2185.10009765625
1993-09-03,11.16,2156.10009765625
1993-09-07,12.9,2137.300048828125
1993-09-08,13.24,2129.39990234375
1993-09-09,12.67,2108.800048828125
1993-09-10,11.7,2108.39990234375
1993-09-13,12.16,2119.10009765625
1993-09-14,13.15,2134.10009765625
1993-09-15,12.7,2078.5
1993-09-16,13.36,2075.60009765625
1993-09-17,13.39,2099.5
1993-09-20,14.6,2107.39990234375
1993-09-21,17.3,2094.39990234375
1993-09-22,13.75,2080.0
1993-09-23,13.36,2057.5
1993-09-24,12.47,2092.60009765625
1993-09-27,12.49,2108.60009765625
1993-09-28,12.19,2120.0
1993-09-29,12.63,2126.800048828125
1993-09-30,12.99,2114.60009765625
1993-10-01,11.83,2116.699951171875
1993-10-04,12.85,2128.699951171875
1993-10-05,12.97,2158.800048828125
1993-10-06,12.68,2164.5
1993-10-07,13.14,2147.39990234375
1993-10-08,12.04,2156.39990234375
1993-10-11,12.26,2138.699951171875
1993-10-12,12.41,2126.89990234375
1993-10-13,11.38,2127.300048828125
1993-10-14,11.0,2113.89990234375
1993-10-15,10.87,2139.300048828125
1993-10-18,11.33,2145.0
1993-10-19,11.61,2147.300048828125
1993-10-20,11.32,2149.699951171875
1993-10-21,11.2,2199.699951171875
1993-10-22,11.48,2231.89990234375
1993-10-25,11.83,2227.699951171875
1993-10-26,11.83,2210.39990234375
1993-10-27,12.01,2192.0
1993-10-28,11.88,2196.0
1993-10-29,11.46,2182.0
1993-11-02,11.74,2169.699951171875
1993-11-03,13.26,2171.199951171875
1993-11-04,14.68,2136.0
1993-11-05,14.97,2081.0
1993-11-08,14.31,2084.800048828125
1993-11-09,13.94,2112.89990234375
1993-11-10,13.72,2087.300048828125
1993-11-12,13.33,2096.89990234375
1993-11-15,14.46,2117.89990234375
1993-11-16,15.11,2115.89990234375
1993-11-17,15.57,2148.0
1993-11-18,14.65,2149.699951171875
1993-11-19,15.03,2145.199951171875
1993-11-22,15.9,2082.60009765625
1993-11-23,14.27,2071.5
1993-11-24,13.51,2070.60009765625
1993-11-26,13.77,2120.60009765625
1993-11-29,14.12,2119.300048828125
1993-11-30,13.76,2110.10009765625
1993-12-01,13.83,2154.0
1993-12-02,13.51,2160.5
1993-12-03,12.69,2188.39990234375
1993-12-06,12.84,2186.699951171875
1993-12-07,12.41,2176.10009765625
1993-12-08,12.46,2205.300048828125
1993-12-09,12.43,2211.39990234375
1993-12-10,12.6,2198.10009765625
1993-12-13,10.98,2196.300048828125
1993-12-14,11.13,2156.5
1993-12-15,11.03,2162.60009765625
1993-12-16,10.9,2160.300048828125
1993-12-17,11.08,2196.39990234375
1993-12-20,10.75,2223.5
1993-12-21,10.08,2215.89990234375
1993-12-22,9.31,2225.800048828125
1993-12-23,9.48,2243.0
1993-12-27,9.7,2276.60009765625
1993-12-28,9.82,2264.60009765625
1993-12-29,10.46,2281.89990234375
1993-12-30,10.69,2281.199951171875
1993-12-31,11.66,2268.199951171875
1994-01-03,12.57,2290.60009765625
1994-01-04,11.91,2274.300048828125
1994-01-05,10.94,2249.60009765625
1994-01-06,11.27,2275.10009765625
1994-01-07,10.96,2307.60009765625
1994-01-10,10.74,2317.300048828125
1994-01-11,11.29,2331.300048828125
1994-01-12,11.65,2281.89990234375
1994-01-13,12.08,2252.199951171875
1994-01-14,11.15,2262.300048828125
1994-01-17,11.88,2234.800048828125
1994-01-18,11.63,2247.39990234375
1994-01-19,11.76,2274.699951171875
1994-01-20,11.16,2257.800048828125
1994-01-21,11.09,2244.0
1994-01-24,11.6,2274.5
1994-01-25,11.38,2278.300048828125
1994-01-26,11.17,2282.39990234375
1994-01-27,10.3,2281.0
1994-01-28,9.94,2313.199951171875
1994-01-31,10.63,2334.39990234375
1994-02-01,10.65,2331.300048828125
1994-02-02,10.61,2355.89990234375
1994-02-03,10.75,2322.0
1994-02-04,15.25,2329.199951171875
1994-02-07,13.96,2287.10009765625
1994-02-08,13.66,2299.89990234375
1994-02-09,13.3,2302.10009765625
1994-02-10,14.24,2296.800048828125
1994-02-11,14.46,2275.10009765625
1994-02-14,14.28,2281.60009765625
1994-02-15,13.4,2258.0
1994-02-16,13.13,2258.0
1994-02-17,13.79,2281.199951171875
1994-02-18,14.7,2251.800048828125
1994-02-22,13.52,2226.699951171875
1994-02-23,13.91,2252.0
1994-02-24,15.96,2208.300048828125
1994-02-25,14.8,2199.0
1994-02-28,14.87,2238.10009765625
1994-03-01,15.83,2183.10009765625
1994-03-02,16.08,2144.699951171875
1994-03-04,16.0,2178.699951171875
1994-03-07,14.26,2219.89990234375
1994-03-08,16.23,2216.39990234375
1994-03-09,14.41,2199.699951171875
1994-03-10,16.55,2184.60009765625
1994-03-11,14.87,2175.0
1994-03-14,16.61,2215.0
1994-03-15,14.78,2258.5
1994-03-16,14.51,2242.699951171875
1994-03-17,12.76,2247.800048828125
1994-03-18,13.32,2221.300048828125
1994-03-21,14.34,2202.699951171875
1994-03-22,13.39,2200.699951171875
1994-03-23,12.31,2200.199951171875
1994-03-24,13.43,2152.60009765625
1994-03-25,13.67,2136.60009765625
1994-03-28,14.9,2144.5
1994-03-29,16.49,2123.39990234375
1994-03-30,18.59,2083.89990234375
1994-03-31,20.45,2081.89990234375
1994-04-05,18.13,2100.300048828125
1994-04-06,17.38,2128.199951171875
1994-04-07,16.98,2119.60009765625
1994-04-08,16.92,2114.800048828125
1994-04-11,16.61,2145.300048828125
1994-04-12,16.42,2148.60009765625
1994-04-13,17.02,2152.39990234375
1994-04-14,16.27,2139.10009765625
1994-04-15,15.98,2159.60009765625
1994-04-18,17.22,2160.10009765625
1994-04-19,16.93,2136.0
1994-04-20,17.01,2102.699951171875
1994-04-21,14.93,2092.0
1994-04-22,14.94,2135.199951171875
1994-04-25,14.26,2116.300048828125
1994-04-26,13.8,2130.89990234375
1994-04-28,14.51,2150.300048828125
1994-04-29,13.77,2166.0
1994-05-02,14.11,2186.199951171875
1994-05-03,13.81,2179.0
1994-05-04,14.29,2141.60009765625
1994-05-05,14.56,2162.60009765625
1994-05-06,15.08,2158.199951171875
1994-05-09,16.16,2139.39990234375
1994-05-10,15.19,2165.0
1994-05-11,15.55,2176.699951171875
1994-05-13,14.54,2187.0
1994-05-16,14.67,2187.800048828125
1994-05-17,14.08,2195.199951171875
1994-05-18,12.55,2184.0
1994-05-19,12.33,2165.39990234375
1994-05-20,12.79,2155.39990234375
1994-05-24,12.73,2133.300048828125
1994-05-25,12.43,2084.39990234375
1994-05-26,12.5,2091.89990234375
1994-05-27,12.49,2050.699951171875
1994-05-31,13.03,2029.9000244140625
1994-06-01,12.72,1979.699951171875
1994-06-02,12.73,2007.4000244140625
1994-06-03,12.19,2041.699951171875
1994-06-06,13.03,2037.199951171875
1994-06-07,13.05,2023.699951171875
1994-06-08,13.32,2046.800048828125
1994-06-09,13.21,2028.4000244140625
1994-06-10,12.69,2020.699951171875
1994-06-13,11.92,1977.699951171875
1994-06-14,11.6,1992.0
1994-06-15,11.52,1966.4000244140625
1994-06-16,11.22,1942.800048828125
1994-06-17,12.31,1936.0
1994-06-20,13.96,1903.0
1994-06-21,14.7,1890.800048828125
1994-06-22,14.02,1917.0
1994-06-23,14.12,1939.0
1994-06-24,16.72,1907.0
1994-06-27,15.53,1911.5999755859375
1994-06-28,15.04,1925.800048828125
1994-06-29,14.42,1936.300048828125
1994-06-30,14.97,1892.0
1994-07-01,14.36,1872.9000244140625
1994-07-05,14.92,1878.699951171875
1994-07-06,14.7,1889.0
1994-07-07,14.01,1920.800048828125
1994-07-08,13.26,1920.800048828125
1994-07-11,13.83,1949.800048828125
1994-07-12,13.4,1942.0999755859375
1994-07-13,12.42,1974.5999755859375
1994-07-18,11.44,2025.0999755859375
1994-07-19,11.65,2052.300048828125
1994-07-20,11.7,2043.699951171875
1994-07-21,11.65,2053.800048828125
1994-07-22,11.22,2041.4000244140625
1994-07-25,11.46,2059.800048828125
1994-07-26,11.66,2076.800048828125
1994-07-27,11.93,2055.699951171875
1994-07-28,12.03,2053.39990234375
1994-07-29,11.13,2075.0
1994-08-01,11.17,2069.60009765625
1994-08-02,11.27,2117.199951171875
1994-08-03,11.35,2115.0
1994-08-04,12.18,2096.5
1994-08-05,12.34,2107.10009765625
1994-08-08,12.41,2106.300048828125
1994-08-09,12.54,2074.5
1994-08-10,11.91,2064.199951171875
1994-08-11,12.13,2038.9000244140625
1994-08-12,11.09,2007.0
1994-08-16,11.39,2012.4000244140625
1994-08-17,11.54,2035.0
1994-08-18,12.07,2010.5
1994-08-19,12.83,2001.300048828125
1994-08-22,12.62,1972.5999755859375
1994-08-23,11.75,2000.5999755859375
1994-08-24,11.57,2006.300048828125
1994-08-25,12.02,2026.5
1994-08-26,12.19,2062.699951171875
1994-08-29,11.82,2075.300048828125
1994-08-30,11.23,2060.39990234375
1994-08-31,11.97,2069.10009765625
1994-09-01,11.86,2034.9000244140625
1994-09-02,11.4,2020.4000244140625
1994-09-06,11.69,1961.5
1994-09-07,11.81,1964.199951171875
1994-09-08,11.86,1983.4000244140625
1994-09-09,13.12,1948.800048828125
1994-09-12,14.01,1966.800048828125
1994-09-13,13.77,1969.4000244140625
1994-09-14,13.09,1952.9000244140625
1994-09-15,11.88,1977.300048828125
1994-09-16,12.8,1924.5999755859375
1994-09-19,13.06,1922.9000244140625
1994-09-20,14.45,1919.300048828125
1994-09-21,14.49,1897.199951171875
1994-09-22,13.89,1899.4000244140625
1994-09-23,14.53,1927.4000244140625
1994-09-26,14.56,1902.699951171875
1994-09-27,14.13,1901.300048828125
1994-09-28,13.25,1905.0
1994-09-29,13.97,1876.199951171875
1994-09-30,14.28,1879.300048828125
1994-10-03,15.44,1852.800048828125
1994-10-04,16.66,1876.0999755859375
1994-10-05,15.92,1833.699951171875
1994-10-06,16.24,1843.4000244140625
1994-10-07,14.92,1856.4000244140625
1994-10-10,14.72,1898.300048828125
1994-10-11,13.55,1919.0
1994-10-12,14.51,1918.0999755859375
1994-10-13,14.9,1955.5999755859375
1994-10-14,13.32,1933.0
1994-10-17,14.76,1906.4000244140625
1994-10-18,14.59,1898.5999755859375
1994-10-19,15.13,1876.300048828125
1994-10-20,15.99,1867.4000244140625
1994-10-21,15.91,1842.0999755859375
1994-10-24,16.97,1841.5999755859375
1994-10-25,16.13,1824.4000244140625
1994-10-26,15.7,1831.5
1994-10-27,15.67,1858.0999755859375
1994-10-28,14.56,1905.699951171875
1994-11-02,15.34,1873.5999755859375
1994-11-03,15.58,1911.0999755859375
1994-11-04,16.75,1931.699951171875
1994-11-07,17.37,1906.0999755859375
1994-11-08,16.3,1921.5
1994-11-09,16.42,1943.9000244140625
1994-11-10,16.0,1948.4000244140625
1994-11-14,16.68,1941.0999755859375
1994-11-15,16.66,1954.5
1994-11-16,15.56,1950.199951171875
1994-11-17,15.91,1927.5
1994-11-18,16.0,1926.5
1994-11-21,16.13,1927.800048828125
1994-11-22,17.24,1911.4000244140625
1994-11-23,18.41,1893.0999755859375
1994-11-25,17.44,1945.9000244140625
1994-11-28,16.83,1952.4000244140625
1994-11-29,16.15,1940.0
1994-11-30,15.95,1975.9000244140625
1994-12-01,16.69,1964.0
1994-12-02,16.55,1982.699951171875
1994-12-05,16.1,1973.699951171875
1994-12-06,16.05,1969.0
1994-12-07,16.28,1969.800048828125
1994-12-08,18.15,1954.0999755859375
1994-12-09,16.04,1937.0
1994-12-12,15.46,1919.300048828125
1994-12-13,14.48,1917.0999755859375
1994-12-14,13.03,1930.199951171875
1994-12-15,12.87,1931.0999755859375
1994-12-16,12.79,1924.199951171875
1994-12-19,13.02,1928.0999755859375
1994-12-20,12.98,1924.699951171875
1994-12-21,12.05,1940.9000244140625
1994-12-22,12.42,1952.0999755859375
1994-12-23,11.82,1949.9000244140625
1994-12-27,12.07,1956.0
1994-12-28,12.81,1927.800048828125
1994-12-29,12.86,1894.199951171875
1994-12-30,13.2,1881.199951171875
1995-01-03,14.25,1885.9000244140625
1995-01-04,13.53,1901.800048828125
1995-01-05,13.5,1871.5
1995-01-06,13.13,1886.4000244140625
1995-01-09,13.33,1864.199951171875
1995-01-10,12.52,1859.199951171875
1995-01-11,12.15,1849.0999755859375
1995-01-12,12.83,1844.0999755859375
1995-01-13,11.1,1854.0
1995-01-16,11.14,1872.800048828125
1995-01-17,11.79,1856.9000244140625
1995-01-18,11.57,1860.300048828125
1995-01-19,11.86,1837.0999755859375
1995-01-20,12.15,1813.300048828125
1995-01-23,12.79,1772.800048828125
1995-01-24,11.94,1780.199951171875
1995-01-25,11.46,1802.5
1995-01-26,11.25,1826.300048828125
1995-01-27,11.25,1814.0999755859375
1995-01-30,12.26,1813.4000244140625
1995-01-31,11.96,1797.9000244140625
1995-02-01,11.73,1827.800048828125
1995-02-02,11.13,1816.0999755859375
1995-02-03,10.98,1842.4000244140625
1995-02-06,11.22,1872.0999755859375
1995-02-07,11.17,1870.4000244140625
1995-02-08,11.42,1850.9000244140625
1995-02-09,11.63,1874.4000244140625
1995-02-10,11.28,1869.4000244140625
1995-02-13,11.41,1850.0999755859375
1995-02-14,11.43,1856.0999755859375
1995-02-15,11.52,1861.9000244140625
1995-02-16,11.61,1835.0
1995-02-17,11.71,1822.5
1995-02-21,12.05,1805.5999755859375
1995-02-22,11.39,1804.4000244140625
1995-02-23,11.15,1827.0
1995-02-24,10.84,1805.699951171875
1995-02-27,12.51,1802.199951171875
1995-02-28,11.75,1776.9000244140625
1995-03-01,11.65,1808.4000244140625
1995-03-02,12.02,1807.4000244140625
1995-03-03,11.45,1795.199951171875
1995-03-06,12.17,1773.300048828125
1995-03-07,14.22,1748.5999755859375
1995-03-08,13.72,1756.800048828125
1995-03-09,13.36,1727.0999755859375
1995-03-10,12.38,1743.0999755859375
1995-03-13,12.15,1721.800048828125
1995-03-14,12.1,1769.0
1995-03-15,12.42,1738.5999755859375
1995-03-16,11.95,1785.800048828125
1995-03-17,11.8,1788.800048828125
1995-03-20,11.34,1811.5999755859375
1995-03-21,11.53,1813.800048828125
1995-03-22,11.29,1818.0
1995-03-23,11.43,1795.699951171875
1995-03-24,11.19,1817.300048828125
1995-03-27,11.83,1836.0999755859375
1995-03-28,11.33,1837.199951171875
1995-03-29,12.51,1852.4000244140625
1995-03-30,12.62,1893.0
1995-03-31,13.37,1859.5
1995-04-03,13.5,1864.0
1995-04-04,12.62,1882.800048828125
1995-04-05,12.96,1872.9000244140625
1995-04-06,12.81,1890.199951171875
1995-04-07,12.85,1900.4000244140625
1995-04-10,12.79,1880.9000244140625
1995-04-11,12.73,1869.300048828125
1995-04-12,12.04,1871.9000244140625
1995-04-13,11.48,1881.0999755859375
1995-04-18,12.96,1855.699951171875
1995-04-19,13.09,1874.9000244140625
1995-04-20,12.1,1882.0
1995-04-21,11.86,1928.4000244140625
1995-04-24,11.92,1918.5
1995-04-25,12.41,1945.9000244140625
1995-04-26,12.28,1942.300048828125
1995-04-27,11.93,1931.0
1995-04-28,11.75,1918.5
1995-05-02,11.88,1936.9000244140625
1995-05-03,11.69,1971.0999755859375
1995-05-04,12.64,1946.199951171875
1995-05-05,12.06,1927.4000244140625
1995-05-09,12.75,1988.699951171875
1995-05-10,13.08,1996.699951171875
1995-05-11,12.98,2003.5999755859375
1995-05-12,11.84,2017.300048828125
1995-05-15,12.38,1991.5
1995-05-16,12.2,2001.300048828125
1995-05-17,12.36,2004.699951171875
1995-05-18,13.13,1989.800048828125
1995-05-19,12.81,1965.5
1995-05-22,11.68,1979.5
1995-05-23,11.55,1965.300048828125
1995-05-24,11.26,1960.699951171875
1995-05-26,12.2,1919.0999755859375
1995-05-30,12.52,1927.300048828125
1995-05-31,12.85,1948.0
1995-06-01,12.21,1960.800048828125
1995-06-02,12.98,1971.300048828125
1995-06-06,13.0,1965.9000244140625
1995-06-07,12.84,1974.699951171875
1995-06-08,12.89,1951.199951171875
1995-06-09,12.76,1897.0
1995-06-12,11.91,1907.800048828125
1995-06-13,11.29,1922.800048828125
1995-06-14,11.29,1893.699951171875
1995-06-15,11.23,1920.699951171875
1995-06-16,10.75,1905.0
1995-06-19,11.21,1918.4000244140625
1995-06-20,11.16,1896.0999755859375
1995-06-21,11.32,1902.800048828125
1995-06-22,11.44,1925.199951171875
1995-06-23,11.12,1895.0999755859375
1995-06-26,11.8,1902.4000244140625
1995-06-27,12.37,1877.699951171875
1995-06-28,11.74,1865.5
1995-06-29,11.59,1861.9000244140625
1995-06-30,11.38,1858.800048828125
1995-07-03,11.57,1879.699951171875
1995-07-05,12.1,1907.800048828125
1995-07-06,11.52,1889.5
1995-07-07,11.77,1950.800048828125
1995-07-10,12.19,1949.4000244140625
1995-07-11,12.25,1961.300048828125
1995-07-12,12.31,1961.699951171875
1995-07-13,12.56,1948.300048828125
1995-07-17,12.26,1951.5
1995-07-18,12.68,1929.0
1995-07-19,13.49,1931.199951171875
1995-07-20,12.78,1905.9000244140625
1995-07-21,12.37,1908.9000244140625
1995-07-24,12.55,1926.5999755859375
1995-07-25,12.77,1941.300048828125
1995-07-26,13.18,1942.5
1995-07-27,13.18,1947.9000244140625
1995-07-28,13.18,1932.800048828125
1995-07-31,13.49,1920.0
1995-08-01,13.56,1917.800048828125
1995-08-02,13.66,1960.0
1995-08-03,13.78,1950.800048828125
1995-08-04,13.21,1957.0999755859375
1995-08-07,13.1,1950.4000244140625
1995-08-08,13.06,1954.699951171875
1995-08-09,12.75,1943.699951171875
1995-08-10,13.0,1949.199951171875
1995-08-11,12.9,1946.199951171875
1995-08-16,12.45,1970.4000244140625
1995-08-17,12.13,1967.300048828125
1995-08-18,12.03,1971.5999755859375
1995-08-21,13.42,1984.4000244140625
1995-08-22,12.6,1963.300048828125
1995-08-23,13.17,1957.4000244140625
1995-08-24,12.94,1939.199951171875
1995-08-25,12.33,1937.800048828125
1995-08-28,12.48,1890.0999755859375
1995-08-29,12.65,1899.5
1995-08-30,12.03,1921.4000244140625
1995-08-31,11.52,1883.4000244140625
1995-09-01,11.29,1881.699951171875
1995-09-05,11.65,1902.5
1995-09-06,11.65,1884.800048828125
1995-09-07,11.85,1861.699951171875
1995-09-08,11.16,1854.9000244140625
1995-09-11,11.51,1869.699951171875
1995-09-12,11.46,1873.5999755859375
1995-09-13,11.35,1898.199951171875
1995-09-14,11.1,1892.4000244140625
1995-09-15,11.58,1880.0
1995-09-18,12.34,1871.699951171875
1995-09-19,12.67,1882.5
1995-09-20,12.35,1863.800048828125
1995-09-21,12.5,1853.9000244140625
1995-09-22,12.46,1790.699951171875
1995-09-25,13.22,1800.5999755859375
1995-09-26,12.9,1816.300048828125
1995-09-27,12.9,1791.800048828125
1995-09-28,12.46,1767.5999755859375
1995-09-29,12.74,1788.4000244140625
1995-10-02,13.95,1780.699951171875
1995-10-03,14.5,1800.699951171875
1995-10-04,14.86,1803.9000244140625
1995-10-05,15.74,1800.300048828125
1995-10-06,13.98,1809.5999755859375
1995-10-09,14.85,1785.699951171875
1995-10-10,14.97,1778.0
1995-10-11,14.57,1794.4000244140625
1995-10-12,14.24,1803.800048828125
1995-10-13,13.67,1817.0
1995-10-16,14.62,1790.5
1995-10-17,14.03,1779.699951171875
1995-10-18,14.05,1770.699951171875
1995-10-19,13.55,1757.300048828125
1995-10-20,13.46,1740.699951171875
1995-10-23,14.17,1721.0999755859375
1995-10-24,13.85,1724.199951171875
1995-10-25,14.49,1764.0999755859375
1995-10-26,15.59,1754.0999755859375
1995-10-27,14.63,1742.4000244140625
1995-10-30,14.26,1795.300048828125
1995-10-31,13.83,1814.0
1995-11-02,13.19,1828.699951171875
1995-11-03,12.26,1832.0999755859375
1995-11-06,12.74,1822.5999755859375
1995-11-07,13.05,1857.4000244140625
1995-11-08,12.16,1866.300048828125
1995-11-09,12.46,1852.5999755859375
1995-11-10,12.97,1839.800048828125
1995-11-13,13.2,1838.199951171875
1995-11-14,13.38,1838.199951171875
1995-11-15,12.95,1875.199951171875
1995-11-16,12.57,1905.0999755859375
1995-11-17,12.49,1890.5
1995-11-20,12.37,1881.4000244140625
1995-11-21,11.74,1872.9000244140625
1995-11-22,11.81,1875.5
1995-11-24,11.87,1891.0
1995-11-27,12.43,1889.800048828125
1995-11-28,11.57,1870.300048828125
1995-11-29,11.65,1857.300048828125
1995-11-30,11.58,1828.300048828125
1995-12-01,11.11,1820.9000244140625
1995-12-04,10.66,1774.9000244140625
1995-12-05,11.65,1814.9000244140625
1995-12-06,12.7,1834.800048828125
1995-12-07,12.74,1846.800048828125
1995-12-08,11.12,1856.300048828125
1995-12-11,11.06,1849.5999755859375
1995-12-12,10.63,1848.9000244140625
1995-12-13,10.36,1833.800048828125
1995-12-14,11.07,1875.0
1995-12-15,11.44,1859.300048828125
1995-12-18,14.55,1820.5
1995-12-19,13.16,1810.199951171875
1995-12-20,12.2,1831.199951171875
1995-12-21,10.77,1834.4000244140625
1995-12-22,11.51,1873.4000244140625
1995-12-26,11.49,1866.699951171875
1995-12-27,11.98,1877.0
1995-12-28,12.25,1879.0999755859375
1995-12-29,12.52,1872.0
1996-01-02,12.19,1908.4000244140625
1996-01-03,12.1,1943.0
1996-01-04,13.78,1931.199951171875
1996-01-05,13.58,1917.699951171875
1996-01-08,13.11,1916.5999755859375
1996-01-09,15.21,1916.300048828125
1996-01-10,16.4,1910.0999755859375
1996-01-11,14.69,1897.9000244140625
1996-01-12,14.23,1907.5999755859375
1996-01-15,14.99,1924.4000244140625
1996-01-16,14.09,1952.0999755859375
1996-01-17,14.25,1966.0
1996-01-18,13.58,1960.0999755859375
1996-01-19,12.7,1964.300048828125
1996-01-22,13.34,1954.4000244140625
1996-01-23,13.56,1934.0999755859375
